0.976778	0.188679	0.000000	0.444122	0.000000	0.075472	0.795356	0.000000	0.917271	0.000000	0.000000	0.000000	0.447025	0.460087	0.000000	0.772134	0.206096	0.793904	0.404935	0.000000
0.114659	0.718433	0.931785	0.885341	0.317852	0.351234	0.645864	0.551524	0.000000	0.862119	0.959361	0.000000	0.085631	0.027576	0.117562	0.153846	0.341074	0.000000	0.000000	0.998549
0.000000	0.000000	0.000000	0.069666	0.000000	0.661829	0.000000	0.645864	0.000000	0.973875	0.000000	0.300435	0.000000	0.876633	0.000000	0.374456	0.329463	0.000000	0.000000	0.139332
0.037736	0.188679	0.741655	0.615385	0.680697	0.428157	0.587808	0.245283	0.000000	0.457184	0.000000	0.091437	0.480406	0.431060	0.709724	0.000000	0.153846	0.142235	0.776488	0.795356
0.085631	0.000000	0.013062	0.021771	0.359942	0.158200	0.618287	0.727141	0.000000	0.000000	0.000000	0.127721	0.000000	0.827286	0.190131	0.442671	0.296081	0.213353	0.487663	0.000000
0.997097	0.599419	0.000000	0.000000	0.716981	0.060958	0.844702	0.300435	0.039187	0.000000	0.000000	0.000000	0.737300	0.097242	0.982583	0.586357	0.000000	0.285922	0.076923	0.030479
0.432511	0.896952	0.000000	0.188679	0.496372	0.000000	0.682148	0.529753	0.153846	0.095791	0.404935	0.682148	0.000000	0.301887	0.178520	0.843251	0.000000	0.480406	0.545718	0.905660
0.000000	0.000000	0.751814	0.349782	0.743106	0.000000	0.000000	0.000000	0.040639	1.000000	0.931785	0.000000	0.882438	0.985486	0.000000	0.278665	0.592163	0.194485	0.400581	0.603774
0.284470	0.000000	0.541364	0.287373	0.949202	0.792453	0.084180	0.435414	0.000000	0.000000	0.492017	0.000000	0.000000	0.719884	0.000000	0.000000	0.478955	0.000000	0.502177	0.000000
0.802612	0.252540	0.000000	0.812772	0.750363	0.188679	0.786647	0.194485	0.301887	0.525399	0.000000	0.000000	0.000000	0.944848	0.775036	0.000000	0.523948	0.531205	0.744557	0.000000
0.000000	0.020319	0.687954	0.119013	0.024673	0.357039	0.371553	0.689405	0.670537	0.179971	0.397678	0.182874	0.640058	0.000000	0.000000	0.224964	0.343977	0.184325	0.924528	0.873730
0.000000	0.380261	0.000000	0.000000	0.551524	0.853411	0.000000	0.431060	0.000000	0.975327	0.005806	0.000000	0.201742	0.000000	0.082729	0.000000	0.650218	0.000000	0.381713	0.882438
0.439768	0.042090	0.000000	0.000000	0.673440	0.000000	0.000000	0.435414	0.166909	0.306241	0.309144	0.728592	0.441219	0.021771	0.000000	0.703919	0.677794	0.222061	0.004354	0.000000
0.021771	0.000000	0.000000	0.420900	0.933237	0.805515	0.179971	0.950653	0.000000	0.000000	0.275762	0.769231	0.000000	0.281567	0.000000	0.354136	0.000000	0.502177	0.323657	0.952104
0.053701	0.676343	0.000000	0.000000	0.336720	0.384615	0.161103	0.000000	0.483309	0.000000	0.000000	0.000000	0.840348	0.000000	0.599419	0.804064	0.325109	0.653120	0.000000	0.153846
0.928882	0.161103	0.000000	0.000000	0.000000	0.095791	0.178520	0.769231	0.000000	0.000000	0.907112	0.071118	0.000000	0.867925	0.000000	0.789550	0.000000	0.603774	0.000000	0.696662
0.346880	0.203193	0.000000	0.474601	0.000000	0.719884	0.000000	0.316401	0.357039	0.941945	0.126270	0.718433	0.963716	0.940493	0.000000	0.309144	0.256894	0.380261	1.000000	0.000000
0.782293	0.000000	0.238026	0.365747	0.000000	0.844702	0.761974	0.833091	0.000000	0.359942	0.000000	0.664731	0.728592	0.000000	0.000000	0.563135	0.603774	0.326560	0.000000	0.357039
0.756168	0.000000	0.776488	0.000000	0.380261	0.923077	0.592163	0.902758	0.550073	0.901306	0.195936	0.000000	0.492017	0.000000	0.506531	0.589260	0.000000	0.224964	0.000000	0.238026
0.000000	0.000000	0.687954	0.590711	0.000000	0.692308	0.000000	0.000000	0.477504	0.772134	0.995646	0.000000	0.390421	0.000000	0.748911	0.744557	0.669086	0.544267	0.606676	0.000000
